year,ind2d,sale_D,cogs_D,xsga_D,kexp,theta_WI1_ct,theta_WI1_kt,theta_WI2_ct,theta_WI2_xt,theta_WI2_kt,ratio_DLEU_PF1_cap_noncap,ratio_DLEU_PF2_cap_noncap,ratio_DLEU_CS_cap_noncap,ratio_DLEU_PS_profits_go
2012,49,67085879.4765625,51186966.4609375,8546907.041992188,6115978.09362793,.82364398,.073942848,.79270327,.16044168,.055488121,.089775257,.058215827,.1023871,.018424561
2013,49,67080504.71875,50375609.109375,8608964.592773438,6523432.303100586,.82593822,.092188008,.8065573,.21768281,.06224094,.1116161,.060767919,.11059557,.023441963
2014,49,67687145.75,52533520.9609375,8722625.59765625,6545494.551635742,.83423018,.092696242,.82081968,.21639068,.06143982,.1111159,.05923564,.10685449,-.0016915377
2015,49,45916925.9375,34113273.9140625,6192898.626953125,4402909.484130859,.83902967,.089240834,.83328605,.24580619,.056923497,.10636196,.05275128,.10923661,.026304983
2016,49,54273751.921875,39188007.625,7528114.25390625,4681197.093566895,.84045142,.083283529,.831846,.25646847,.051810704,.099093802,.047606371,.10020518,.052998602
1955,51,23165953.45703125,15190088.92578125,3980228.859619141,2987198.627685547,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.15582415,.043530997
1956,51,24852772.375,17035313.5859375,4001087.517623901,3063404.724609375,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.145624,.030297084
1957,51,18917293.80859375,12856962.16015625,3930887.196899414,775457.5736083984,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.046191595,.071574025
1958,51,23530387.62890625,15060753.04150391,4409623.498130798,2339362.338256836,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.12014983,.073124543
1959,51,25802635.09179688,16922725.06054688,5105064.858657837,2349524.939453125,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.10666186,.055239327
1960,51,36536214.53320313,24363856.41601563,5557115.323577881,4881098.431762695,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.16313303,.047463711
1961,51,72358873.89453125,34999542.94140625,13518627.29066467,20392666.19198608,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.42030987,.047651894
1962,51,89762770.85717773,41695129.9543457,17961114.8215332,24183900.91611481,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.40538758,.065980867
1963,51,108500317.4003906,48209670.55566406,21400149.35375977,33278181.48711395,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.47806734,.051726263
1964,51,120654900.6982422,52224932.765625,24638006.98986816,36220229.7354126,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.4712314,.062755272
1965,51,128943983.4267578,56148163.69897461,26610303.98474121,39818572.55309105,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.48114198,.04937759
1966,51,141976622.6538086,62681171.20361328,28927937.10058594,43098684.85174561,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.47046289,.051197369
1967,51,158721538.4536133,71309604.49462891,32436527.68994141,42988830.88085938,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.41436562,.075519525
1968,51,141875611.0517578,71516500.37744141,24784402.08666992,39894319.30856323,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.41426736,.040037815
1969,51,154728549.9873047,79024965.42675781,28212230.55517578,48773245.3717041,.79612005,.15610413,.54586607,.31557178,.16050118,.19608115,.18631777,.45481649,-.0082847755
1970,51,161574237.8242188,85065816.98242188,31050353.44140625,47073074.93237305,.81304389,.15827842,.56438029,.32777786,.17222142,.1946739,.19303912,.40539637,-.0099954521
1971,51,195984217.5957031,94561861.0234375,43759539.42016602,45459501.66339111,.82172424,.14602675,.56299818,.33355257,.18054558,.17770773,.20137799,.32865125,.062266827
1972,51,212728820.3730469,102079328.793457,47803993.65478516,50129928.51112366,.82620776,.19515099,.57247925,.36700457,.12539755,.23620087,.13347495,.33445969,.059773609
1973,51,218950155.3845215,103577832.9873047,49804031.07043457,61582118.24478912,.82852566,.21034333,.57889038,.42726129,.083359696,.25387666,.082850032,.40149543,.018205848
1974,51,228861392.3607178,108903741.7818604,52871390.4069519,55052952.31961489,.83840984,.20433913,.57822698,.3920199,.12279952,.24372225,.12656523,.34030542,.052579019
1975,51,228784357.2469482,107641474.8016968,54871605.96569824,33557489.48647404,.83927155,.23240224,.57792413,.33183599,.12801544,.27690947,.14071341,.20649101,.14298962
1976,51,245166895.7563477,112738420.3043213,59640674.7946167,45706942.0687151,.83194464,.22877312,.57254899,.34501588,.13166592,.274986,.14349493,.26515362,.11045887
1977,51,256295524.7440186,116141387.9472656,63228287.46844482,45764560.26959991,.82471478,.24573559,.5701018,.33201018,.13992035,.29796433,.15510309,.25514102,.12158343
1978,51,276247802.1030579,125765388.5563202,68722768.91769409,53646331.48257446,.82059103,.25524706,.57035673,.28543392,.15408577,.31105271,.18005078,.2758334,.10176846
1979,51,169952327.2911987,89082146.54425049,46396201.37664795,15169203.16368008,.81897986,.29149908,.5724867,.33371365,.15743971,.35592949,.1737361,.11196773,.11358936
1980,51,163008514.7693176,82478911.77359009,47309411.50131226,17152942.30960083,.81625032,.29656649,.57115698,.28146172,.18182643,.36332786,.21325643,.1321609,.098566934
1981,51,165190830.2160339,82926840.79043198,48253322.60794067,21579010.07836056,.81853169,.29806262,.5806337,.29747707,.16682468,.36414304,.18998137,.16449903,.07525634
1982,51,175316136.6450958,85382627.756073,51799103.92770386,21282943.5055027,.82073498,.21733531,.58013761,.31070954,.12516654,.2648057,.14050283,.15514416,.096120425
1983,51,187424678.7720947,89169655.08750916,56172214.94287109,19854875.15575361,.82284564,.19365339,.57836467,.36366409,.13731374,.23534594,.14576384,.13660809,.11859662
1984,51,327687895.7382813,166495423.3510208,94952902.62683105,47514625.29322529,.82365739,.1877123,.59004301,.34653273,.14515483,.22790094,.15498462,.1817362,.057142619
1985,51,365661463.6832809,185915027.0519104,102700750.5755005,53469681.3060379,.82432407,.17592928,.6037572,.34139413,.14121972,.21342246,.14941493,.1852625,.064474948
1986,51,396401764.3467102,203591301.3246536,113365077.9089813,58461214.46064425,.8296001,.16304369,.61827928,.31047606,.14513002,.19653288,.15626292,.18444562,.052936621
1987,51,413972425.0191498,206295507.9924927,119197868.1908264,61772859.05015802,.82331234,.17594071,.62131917,.30414513,.14918171,.21369861,.1611966,.18978223,.064511999
1988,51,532297648.0014992,244902571.4694862,150063132.9311981,107170400.9995761,.82213992,.17934516,.62770659,.28761956,.12245775,.21814433,.13378592,.27134103,.056662928
1989,51,561775429.9932938,257317718.2372894,160825743.9001541,127568841.1777554,.82060587,.18156227,.62658334,.31079075,.11068384,.22125393,.11807862,.3050839,.028593501
1990,51,577020851.6410294,266877768.760849,163397290.5479584,119953598.4755554,.8127858,.19754112,.61449391,.32260716,.11392217,.24304204,.12156872,.27878353,.046431933
1991,51,570070173.8822021,263225282.8728638,169231122.986084,105600056.5078239,.80363166,.21490644,.59777546,.34506711,.10658,.26741907,.11304114,.2441866,.056157492
1992,51,581705417.4689331,260625596.2595901,169413189.71035,102193025.1331334,.81233948,.20987652,.60009652,.32941303,.090241417,.25836059,.097084984,.23763676,.085049242
1993,51,522528931.8238449,254030335.3355865,153088965.8525848,72726972.02010441,.81219095,.2038994,.60531759,.33595037,.10095483,.25104859,.10725408,.17863798,.081684776
1994,51,588906287.9226837,291463979.5176468,165974874.9703217,87171384.90312099,.80750787,.17957556,.60218745,.32079914,.1026931,.22238243,.11126175,.19056402,.075217485
1995,51,700043613.3866196,338632100.3725281,192103763.7874146,122392870.2614674,.80800992,.16942483,.61069113,.31511226,.11080451,.20968163,.11968471,.23060976,.067017078
1996,51,733315081.5144806,344442020.9992714,202545956.4129868,139504687.6756382,.80327177,.14059335,.6144402,.3326931,.088935211,.17502588,.093899362,.2550416,.063850336
1997,51,819117872.528244,385857695.7012787,225088533.0073242,175584279.7528858,.79381114,.12513523,.612216,.30174828,.071263216,.15763853,.077971555,.28739727,.039783485
1998,51,864335465.0656509,412324209.2714081,247561304.1687164,183338369.3393912,.7986716,.09404134,.62474239,.22644241,.047737021,.1177472,.056083027,.27783361,.024425218
1999,51,1045378145.776726,489539522.8404999,310091918.2755585,183448885.411204,.79399556,.14958532,.61796671,.27979064,.10429583,.18839566,.11617374,.2294168,.059593573
2000,51,1071774176.667162,498220109.1527634,340501283.4133606,208635847.8874669,.77950329,.15986267,.59379655,.31108454,.10650089,.20508274,.117696,.24875465,.022781791
2001,51,1151017594.729696,550556653.2821732,348247182.0659542,191937367.2896676,.7599169,.1804028,.56993973,.31863418,.11155547,.23739806,.1255444,.21354756,.052367914
2002,51,1198437923.66905,559619716.611433,337916493.0081124,169596100.1464973,.74863195,.20624605,.55770469,.36483672,.122214,.27549726,.13247535,.18895739,.10956397
2003,51,1651633557.301321,709802093.2535229,453664229.68086,288753881.1768199,.72731763,.3267335,.53309667,.55235016,.2050564,.44923082,.18891427,.24818413,.12073705
2004,51,1640388476.002773,706654600.2580452,454510793.639822,254509798.0321965,.7196672,.31050682,.52872437,.51861978,.16743629,.43145889,.1598675,.2191848,.13698785
2005,51,1542425700.197573,661737085.5148263,415781167.3756886,275758648.4481242,.7196576,.25728065,.53833061,.46981841,.10923106,.35750425,.10834813,.25592017,.12263074
2006,51,1525786163.457619,668963609.2712173,408853162.8482742,312755044.8616292,.7361899,.22453603,.55259073,.43966722,.10099157,.30499744,.10177955,.2901746,.088619463
2007,51,1729722298.07647,749138782.4131527,461641613.9099274,352589537.1104026,.74454612,.20634541,.55556118,.43658212,.083974265,.27714255,.084639251,.29120851,.096172877
2008,51,1769168805.924009,758718763.8777609,465177685.1914139,296133351.2922871,.74567944,.213351,.54742616,.4518148,.086057775,.28611624,.086123146,.24195948,.14082263
2009,51,1769819287,757942109,475487031,297404310.6945127,.75473273,.21838978,.54065996,.49095127,.056591585,.28936043,.054857474,.24111991,.13503404
2010,51,1853410119.791077,788015024.966774,498927351.9258575,294231133.3929797,.76988941,.29685113,.54087561,.53260368,.08864361,.38557631,.082575984,.22862805,.14688417
2011,51,1855004854.843385,798124651.5365038,510728657.5994415,258197074.9846878,.77874607,.35427412,.53265035,.49466646,.15362333,.45492893,.14953841,.19726968,.15523112
2012,51,1878783939.422474,817942416.980444,535705984.5017891,265465764.7472541,.76034331,.40066954,.52069002,.46079272,.17315394,.5269587,.17642076,.19611131,.13821162
2013,51,1869750515.821898,810450470.850071,512870145.7924995,266514981.7088665,.75572461,.4078311,.52156699,.46205166,.16365777,.53965569,.16638336,.20139864,.14970709
2014,51,1847795806.378213,816106582.6878796,532552426.7939625,251949326.0817991,.74284565,.34738895,.51326984,.49146721,.14099072,.46764621,.14032599,.1868147,.13377424
2015,51,1806516914.842687,788085721.3176379,505667737.1037235,243384444.4903627,.73503041,.30844703,.5051223,.45001292,.13901614,.41963845,.14554602,.18812273,.14911513
2016,51,1782095987.908964,777137321.7885571,506186969.4888191,233126487.8361516,.71631128,.24124275,.50019628,.46757242,.062043339,.33678481,.064109676,.18165828,.14906335
1955,52,9318035.9375,7346317.140625,480588.7734375,855799.283203125,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.10934069,.068182901
1956,52,9926662.265625,7870913.390625,519266.6328125,874135.36328125,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.10418553,.066724025
1957,52,10954586.546875,8544240.90625,732210.51171875,1120388.784179688,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.12077773,.050914414
1958,52,10201176.359375,7943176.6875,738705.890625,1102195.676757813,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.12695353,.040887255
1959,52,11920583.84375,9369641.0625,809676.8935546875,1497802.936523438,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.14714178,.020423744
1960,52,12536677.39160156,9799714.448242188,1107238.135742188,1689201.434082031,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.15487382,-.0047442098
1961,52,12328651.26171875,9670585.5546875,1033733.34765625,1632616.940795898,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.15251946,-.00067197793
1962,52,13242519.58984375,10350268.5078125,1126803.084960938,1765357.120117188,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.15381598,6.8625122e-06
1963,52,13779438.24511719,10591944.59863281,1152463.083984375,1922754.305229187,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.16371658,.0081481012
1964,52,15288750.50585938,11752567.60351563,1304072.970703125,2017601.802764893,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.15452687,.014030456
1965,52,20859389.78027344,15720908.86767578,2187898.353515625,2246658.911590576,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.12544994,.033746127
1966,52,18092759.99414063,13830125.75,1607484.662353516,2294413.991027832,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.14862494,.019938119
1967,52,17615608.07421875,13213030.265625,1841748.811035156,2242605.263916016,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.14896302,.018064873
1968,52,19072882.49609375,14709706.64257813,1808804.869140625,2520694.748168945,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.15259817,.0017656606
1969,52,21728093.28320313,16465714.39355469,2428915.967895508,2921629.540496826,.95941472,.0063106664,.82709748,.17349485,.033927236,.0065776212,.033907153,.1546275,-.0040577245
1970,52,22003371.16796875,16831055.42773438,2581689.725646973,2658940.890563965,.9204914,.13387573,.77862889,.17670433,.14969477,.14543942,.15669377,.13696882,-.0031047459
1971,52,22864093.23632813,17747288.6796875,2605626.507324219,2334690.505584717,.90582371,.1508171,.76111799,.17321113,.18626806,.16649719,.19936022,.11471038,.0077189826
1972,52,28422304.85351563,22375549.65234375,2863877.010253906,2424493.421020508,.89703053,.13549851,.75425816,.11790478,.19212887,.15105228,.22029011,.096059769,.026682733
1973,52,32768841.20019531,25415030.04785156,3420751.944702148,3123930.146728516,.91015649,.15688227,.73448133,.075895347,.25024858,.17236845,.30880526,.1083352,.024692025
1974,52,36183927.35540771,28041343.78295898,3526877.51247406,2838030.193027496,.90920722,.054356199,.73190308,.083126277,.16229376,.05978417,.19912627,.089901492,.049128883
1975,52,38950191.80413818,31208990.39224243,4116983.922897339,1801642.856773376,.90993965,.089878902,.74784321,.13816062,.11888493,.098774575,.13418105,.051000513,.046792444
1976,52,34241002.96722412,27607440.69940186,3277575.035110474,2297404.303792,.91865849,.08662238,.76034361,.14812592,.069540493,.094292253,.076546863,.074385725,.030915651
1977,52,36470491.88061523,29338968.1791687,3568161.290061951,2267735.670875549,.91320813,.10800183,.78572929,.19113298,.068010107,.11826639,.069620982,.068913199,.035525344
1978,52,40576257.47839355,32476124.41265869,3850882.016265869,2931881.879722595,.90973479,.094288424,.79018283,.2454221,.058806423,.10364386,.056784611,.080708049,.032466501
1979,52,44438587.72109985,35806117.86936951,4212736.589309692,3719938.482666016,.89043486,-.030959686,.7545321,.36573213,-.07852073,-.034769177,-.070091255,.092954651,.015747458
1980,52,42876921.49372864,35130917.81581116,4371062.36631012,3726199.484371185,.87089157,-.015339579,.74264234,.3634195,-.060300488,-.017613649,-.054518189,.094329432,-.0081922431
1981,52,60302615.91271973,47341348.35087776,6797191.132339716,5191002.47774601,.85970259,.0039449558,.75181162,.39961621,-.062826373,.0045887446,-.054563884,.095883682,.016136514
1982,52,53226462.51404572,41826074.65221024,6629320.99811554,4191058.24332428,.87040472,.037690412,.74996716,.36204422,-.014143159,.043302167,-.012718538,.08649312,.010896998
1983,52,54206959.05108643,42006635.47730255,6294194.561645508,4261803.422025681,.85040468,.084016524,.70720786,.23112547,.049624942,.098795936,.052886263,.088234581,.030334216
1984,52,43079098.26754761,32024514.17388916,5695739.315704346,3059503.370155573,.86968774,.15989226,.75169194,.15172854,.14933418,.1838502,.16529864,.081110358,.053374872
1985,52,35004882.96054077,25699671.53866577,4418809.757980347,2748814.047894239,.86775136,.16909413,.73210293,.18108636,.14392768,.19486472,.15760991,.091266692,.061065413
1986,52,75226877.44363403,54560782.13143921,6715895.701812744,1936419.346914291,.86502641,.16464989,.70759797,.20196427,.14508934,.19034088,.15951557,.031601246,.15970063
1987,52,76012262.09325409,55989837.93582153,7317747.33820343,1962302.725391865,.86014581,.15041585,.6956625,.22997697,.1241687,.1748725,.1341437,.030996328,.14132422
1988,52,29299098.28137207,21534806.71228027,3793045.503326416,1649639.310265779,.8680802,.15086369,.68542916,.25262591,.13791165,.17379004,.14701872,.065131433,.079238161
1989,52,27877967.49432373,19896221.24040222,3700086.943206787,1463029.019433022,.85581481,.10447676,.63333464,.33822343,.10220316,.12207871,.10519511,.062002454,.10110602
1990,52,32659023.34521484,23749735.60916138,4375619.10244751,1724974.819572449,.84648824,.1129889,.62684137,.40802521,.089663588,.13347958,.086642653,.061331663,.086000547
1991,52,38598051.33117676,28690507.81994629,5332996.401302338,1480371.593542099,.85658097,.086028129,.63331735,.38231862,.061138928,.10043199,.060197677,.043510262,.080164038
1992,52,35719629.8873291,25933045.71081543,5217063.717163086,1256273.478700638,.86642033,.10680845,.64780974,.35132077,.078657776,.12327556,.078726225,.040329665,.092757039
1993,52,85210919.18869019,67379217.50921631,9399917.970825195,2030005.249135971,.86413431,.089630574,.66489697,.3961539,.033743389,.10372297,.031801857,.026439544,.075128615
1994,52,99040789.8744812,78606385.44351196,10552306.45089722,2693165.584172249,.86684257,.12688552,.67842138,.36237654,.048649084,.14637665,.046742104,.030206427,.072585575
1995,52,102939191.7559204,79019658.73443604,13168471.13137817,3018346.448291779,.86380696,.11133068,.68888527,.28293258,.079923324,.12888375,.082241051,.032741163,.075119257
1996,52,87982465.14868164,66015138.32711029,13052373.74493408,2590668.477855802,.86582541,.090461344,.72469848,.30295596,.067134395,.10447989,.065327793,.032765273,.07188119
1997,52,86640108.19352722,64777824.7263031,13403878.68424988,3837582.609418869,.88169581,.064001709,.76421672,.26842743,.037389763,.07258933,.036207791,.049085431,.053333521
1998,52,101364049.5650177,78702932.57525635,14372532.62770081,4365098.794222832,.88773274,.050620567,.78548914,.23192911,.029572759,.057022303,.029066471,.046898492,.038706876
1999,52,111294587.9058228,84227692.90164185,16293145.71798706,5139248.888582706,.89316922,.042463597,.79029781,.29350945,.0079377107,.047542609,.0073239137,.051126204,.050626904
2000,52,115882609.2888107,87744208.34078979,17433339.58816528,4380714.257977009,.89690703,.02828184,.78894508,.330111,-.010875207,.031532634,-.0097181974,.04165066,.054575462
2001,52,125604547.7157822,95433236.27581787,18745229.66915131,3827234.438788891,.88151491,.070741154,.74805766,.41551986,-.019331697,.080249526,-.016614018,.033519756,.060498185
2002,52,148271420.8353539,107886141.982666,21892599.22723389,4630564.529141232,.85247684,.13398904,.69343859,.57073379,.048513472,.15717617,.038375679,.035680454,.093491487
2003,52,160468218.2505455,117337414.071228,22957050.99658203,3886959.273868278,.84220213,.11276823,.65718466,.60048777,.01634956,.13389687,.012999855,.027705722,.10149545
2004,52,200036786.5961061,143214731.554451,29745980.00952148,4372742.964334965,.83002937,.10274706,.65562838,.54414463,.047597136,.12378726,.039671786,.025281712,.11349578
2005,52,232131423.5594673,165488049.2532387,34133274.17965698,3850682.408847958,.82249862,.11080637,.65830356,.53203058,.018207552,.13471921,.015296169,.019289935,.12346204
2006,52,256099949.1797028,178991807.1024551,39976036.48314667,4379519.415536404,.82159245,.10960612,.66810453,.46538866,.03290737,.13340692,.029031821,.020000743,.12788986
2007,52,279596326.5153503,196287091.6749878,43716539.37210846,5289975.565487385,.81259269,.099200837,.66776848,.47590619,.0083124712,.12207941,.0072682132,.022041231,.12268659
2008,52,290166516.5309143,214379767.6468582,46868937.43403625,4847323.068336368,.8070479,.21031193,.66497773,.49000376,.11859055,.26059413,.10267744,.018554438,.082954049
2009,52,301996148,222404774,47602279,4764201.457312107,.80782288,.17364101,.65667045,.53194958,.054894067,.21494935,.046183024,.017644729,.090149805
2010,52,295385527.7242584,210020895.1183968,47478498.31541252,5089538.049168825,.80088681,.2421723,.62322718,.46759468,.16636059,.30238017,.15250941,.019765243,.1110298
2011,52,305897195.6308441,218530558.836525,48560246.2050972,5226907.435040832,.78616405,.237444,.59289312,.41247523,.1553154,.30202857,.15448606,.019569777,.10977376
2012,52,342000605.4032841,246019625.3102989,51811135.94089127,12216114.85876131,.78739095,.2513144,.57998455,.39348215,.15337482,.3191736,.15755528,.04101697,.093431793
2013,52,366321666.0654907,262255487.8392334,56654572.38519287,12593795.0928545,.80755955,.20076659,.58885306,.3043322,.096904434,.24860902,.1084931,.039490115,.095047094
2014,52,407266432.1049805,291767256.5791931,64898838.10479736,13448109.86285877,.80723172,.24466857,.58194691,.33246648,.10677437,.30309585,.11676817,.037705041,.091223396
2015,52,454786615.8169479,331219484.3348866,70422302.19937134,14194547.32057673,.8116343,.15605915,.58746624,.38906017,-.02549349,.19227766,-.026106298,.035341311,.085645184
2016,52,493073874.7947083,361961950.9646454,73479457.17466736,16240012.96503782,.8321479,.10669832,.60125935,.45218971,-.073949009,.12822038,-.070197046,.037295517,.08394777
1955,53,1320863.9453125,898701.63671875,132793.4188842773,294639.8051757813,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.28564346,-.0039905058
1956,53,1457426.9609375,1006898.6796875,158048.4775390625,275095.7446289063,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.23614439,.011927911
1957,53,1603608.98046875,1117533.81640625,174917.298828125,294835.416015625,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.22812113,.010178572
1958,53,1512352.984375,1030235.2890625,169647.0620117188,296435.208984375,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.24705356,.010602964
1959,53,1819922.2578125,1247548.921875,237106.2329101563,389637.1479492188,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.26244286,-.029874926
1960,53,3637352.109375,2761978.734375,349196.0994873047,503441.4350585938,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.16181715,.0062506571
1961,53,3033167.4453125,2267489.359375,384140.8334960938,406291.4946289063,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.15322329,-.0081611853
1962,53,3912641.1875,2967209.01953125,368008.5009460449,568404.44140625,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.170425,.0023051503
1963,53,3663415.77734375,2726571.626464844,431188.1594238281,539666.0727539063,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.17090157,-.0092837075
1964,53,4023555.765625,2960686.224609375,480098.033203125,562098.5517578125,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.1633635,.0051379818
1965,53,4698983.828125,3452427.6484375,558139.0224609375,653709.2241210938,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.16299672,.0073862635
1966,53,5494216.22265625,4034302.6171875,678716.326171875,777791.0590820313,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.16503033,.00061996473
1967,53,7621223.21484375,5698711.015136719,1080717.697265625,877811.4526367188,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.12948163,-.0047258753
1968,53,8951936.875,6459306.607421875,1337866.672363281,1102953.986328125,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.14145562,.0057875304
1969,53,11162110.7109375,7865645.604492188,1846432.856018066,1475417.601318359,.84301531,.1578851,.67669719,.36654779,.10505814,.18728617,.10070323,.15191574,-.0022742429
1970,53,11800482.57226563,8212929.604492188,2055992.982788086,1428736.585693359,.86203003,.18156908,.66563302,.40908813,.10164408,.21062966,.094577163,.13913208,.0087134913
1971,53,12023992.99609375,8263867.86328125,2140363.345947266,1259410.712402344,.85605621,.16286385,.66112012,.3264333,.10387047,.19024901,.1051796,.12104794,.029969335
1972,53,12331918.72753906,8465218.713745117,2285264.106506348,1475658.100463867,.8394134,.19453508,.64728314,.25904542,.15994704,.23175122,.17647798,.13726436,.0085775629
1973,53,13602134.69140625,9494285.3359375,2394904.210540771,2051303.149337769,.83114487,.24105899,.64029741,.24219036,.17760375,.29003245,.2012535,.17253515,-.02487536
1974,53,17481193.33581543,12132307.98016357,2718256.209152222,2826096.442226171,.8539899,.25977269,.65003824,.18420479,.18910141,.30418706,.22667424,.1903023,-.011181576
1975,53,18094682.77719116,12561977.84240723,2908831.643066406,2051960.066556931,.85597825,.29419923,.63323134,.19550949,.28092366,.34369943,.3389765,.13263431,.0316067
1976,53,20249037.98278809,13460646.46289063,3032555.501197815,2789978.363842964,.84796828,.33647165,.61689222,.21230219,.27710557,.39679745,.33418649,.16915929,.047698941
1977,53,21964199.06286621,14542782.45147705,3300296.178787231,2823519.211812973,.86091328,.28989229,.63766915,.30013335,.2048215,.33672646,.2184058,.1582417,.059078012
1978,53,21904816.51950073,14078653.94155884,3193135.683898926,3586906.45391655,.85389793,.30877253,.62594038,.23547857,.20917858,.36160356,.24283025,.20767428,.047757555
1979,53,24674453.55517578,15626581.12120056,3494521.181762695,4575804.529706955,.83149171,.28389022,.59502125,.26770803,.1793727,.3414228,.20791307,.23930652,.039617766
1980,53,20021912.59574127,11748019.81513977,3237843.233093262,4835468.964010239,.81664455,.30550915,.5977425,.23920968,.19882438,.37410298,.23755763,.3226687,.010018053
1981,53,22251941.79566193,10959939.96022987,5454156.955215454,6077686.086016893,.82104808,.22341624,.61921066,.251405,.17685342,.27211103,.20313604,.37027234,-.010778439
1982,53,21719858.71763611,10343151.8004837,5738682.396972656,6045884.529188156,.79926866,.1932518,.59333724,.32968715,.17009181,.24178579,.18427661,.37594497,-.018778207
1983,53,20825532.82085419,9586411.67124176,6056018.105209351,5694632.186717033,.79568309,.18966801,.58352995,.45084953,.17252105,.2383713,.166787,.36405036,-.024562595
1984,53,18320615.49578094,9901799.577884674,3450174.038722992,5570650.499814034,.8290478,.20168029,.59785622,.40860748,.16936891,.24326739,.16828118,.41721553,-.032859627
1985,53,19023619.65561676,10095843.5037384,3473686.118438721,5546003.91448164,.83396095,.15723971,.5949316,.45278072,.11979867,.18854564,.11434309,.40871012,-.0048315665
1986,53,25877457.47898483,11753956.45033455,7662077.284339905,6776431.681755781,.84421521,.1955514,.5930146,.4267422,.17592564,.2316369,.17251725,.34901214,-.012173064
1987,53,34620991.6055603,15833004.59797287,10349065.48504639,7799667.164936066,.86182785,.20254201,.59018552,.30765101,.20630805,.23501445,.22978354,.29790109,.018464357
1988,53,42994183.48583221,23231131.19622993,11684976.34001541,7744648.41853106,.86773568,.20135644,.59659636,.32450074,.20221257,.23204812,.21953449,.22180733,.0077551776
1989,53,49535696.03884888,27729331.5859375,12090911.20019531,9613932.774474382,.85892951,.16911054,.58938408,.27190432,.19241063,.19688523,.22339861,.24143331,.0020494408
1990,53,36393680.89544678,18237511.09962845,9499403.764732361,7933641.122451782,.87371117,.14118728,.58530617,.23788854,.2135773,.16159491,.2594493,.28603184,.019869518
1991,53,37386550.17700195,18945859.47668457,9451099.636199951,7842252.135058403,.86366987,.089671701,.58986324,.24329618,.1416543,.10382636,.17002064,.27616522,.030688548
1992,53,35404044.58654785,17238304.75744629,8889561.117736816,7555475.374326706,.8551684,.15163191,.59136689,.26165956,.18472989,.17731233,.21655822,.28917307,.048601884
1993,53,33236672.98187256,19973768.71539307,5051166.632568359,6671824.387737274,.85858655,.12429488,.60111338,.18430619,.19306216,.14476685,.24580768,.26660705,.046331752
